id,nama,kode,tingkat
105182,Tangan-tangan Cut,1112072007,4
105180,Ujung Tanah,1112072004,4
105119,Baharu,1112042010,4
105112,Barat,1112042003,4
105132,Blang Dalam,1112042023,4
105137,Cot Mancang,1112042028,4
105115,Durian Jangek,1112042006,4
105111,Durian Rampak,1112042002,4
105130,Gadang,1112042021,4
105138,Geulima Jaya,1112042029,4
105126,Kedai Palak Kerambil,1112042017,4
105124,Kedai Susoh,1112042015,4
105128,Kepala Bandar,1112042019,4
105127,Ladang,1112042018,4
105134,Lampoh Drien,1112042025,4
105133,Meunasah,1112042024,4
105121,Padang Baru,1112042012,4
105131,Padang Hilir,1112042022,4
105135,Padang Panjang,1112042026,4
105114,Palak Hilir,1112042005,4
105113,Palak Hulu,1112042004,4
105125,Panjang Baru,1112042016,4
105110,Pantai Perak,1112042001,4
105120,Pawoh,1112042011,4
105117,Pinang,1112042008,4
105122,Pulau Kayu,1112042013,4
105136,Rubek Meupayong,1112042027,4
105116,Rumah Dua Lapis,1112042007,4
105118,Rumah Panjang,1112042009,4
105129,Tangah,1112042020,4
105123,Ujung Padang,1112042014,4
105075,Adan,1112022001,4
105083,Bineh Krueng,1112022014,4
105080,Blang Padang,1112022006,4
105085,Drien Jalo,1112022016,4
105084,Drien Kipah,1112022015,4
105078,Gunong Cut,1112022004,4
105089,Ie Lhob,1112022020,4
105088,Kuta Bak Drien,1112022019,4
105077,Mesjid,1112022003,4
105081,Padang Bak Jeumpa,1112022007,4
105086,Padang Bak Jok,1112022017,4
105079,Padang Kawa,1112022005,4
105076,Pante Geulumpang,1112022002,4
105082,Suak Labu,1112022008,4
105087,Suak Nibong,1112022018,4
102432,Baet,1106202003,4
102433,Blang Krueng,1106202004,4
102430,Cadek,1106202001,4
102441,Cot Paya,1106202012,4
102431,Kajhu,1106202002,4
102440,Klieng Cot Aron,1106202011,4
102434,Klieng Muria,1106202005,4
102438,Labuy,1106202009,4
102437,Lam Asan,1106202008,4
102435,Lam Bada Lhok,1106202006,4
102439,Lam Ujong,1106202010,4
102436,Lampineung,1106202007,4
102442,Miruk Lam Reudep,1106202013,4
102482,Bueng Pageu,1106232018,4
102474,Bueng Sidom,1106232010,4
102486,Cot Bagie,1106232022,4
102469,Cot Geundreut,1106232005,4
102479,Cot Hoho,1106232015,4
102480,Cot Jambo,1106232016,4
102475,Cot Karieng,1106232011,4
102485,Cot Leuot,1106232021,4
102473,Cot Madhi,1106232009,4
102477,Cot Malem,1106232013,4
102488,Cot Mancang,1106232024,4
102472,Cot Meulangeun,1106232008,4
102471,Cot Mon Raya,1106232007,4
102481,Cot Nambak,1106232017,4
102465,Cot Puklat,1106232001,4
102478,Cot Rumpun,1106232014,4
102483,Cot Sayun,1106232019,4
102490,Data Makmur,1106232026,4
102489,Empee Bata,1106232025,4
102476,Kampung Blang,1106232012,4
102487,Kayee Kunyet,1106232023,4
102468,Lam Siem,1106232004,4
102466,Lamme,1106232002,4
102467,Meulayo,1106232003,4
102470,Paya Ue,1106232006,4
102484,Teupin Batee,1106232020,4
102105,Bayu,1106072007,4
102120,Daroy Kameu,1106072022,4
102116,Deunong,1106072018,4
102122,Garot,1106072024,4
102121,Geundrieng,1106072023,4
102126,Gue Gajah,1106072028,4
102125,Jeumpet Ajun,1106072027,4
102118,Kandang,1106072020,4
102112,Kuta Karang,1106072014,4
102106,Lagang,1106072008,4
102119,Lam Bheu,1106072021,4
102104,Lam Blang Mayang,1106072006,4
102103,Lam Blang Trieng,1106072005,4
102102,Lamcot,1106072004,4
